co,no,no2,o3,so2,pm2_5,pm10,nh3,timestamp,city
453.95,1.66,8.83,128.75,12.52,30.37,34.3,2.25,2024-01-01 07:00:00 UTC,Bengaluru
423.91,1.29,7.54,135.9,11.09,29.76,33.2,1.9,2024-01-01 08:00:00 UTC,Bengaluru
407.22,1.19,7.45,137.33,10.13,28.02,31.36,1.96,2024-01-01 09:00:00 UTC,Bengaluru
420.57,1.48,9.85,128.75,10.01,25.87,29.22,2.22,2024-01-01 10:00:00 UTC,Bengaluru
487.33,2.15,16.28,110.15,10.85,23.93,27.44,2.75,2024-01-01 11:00:00 UTC,Bengaluru
574.11,1.72,25.02,87.26,10.73,22.61,26.41,3.26,2024-01-01 12:00:00 UTC,Bengaluru
587.46,0.02,26.73,72.24,9.78,22.3,26.61,3.77,2024-01-01 13:00:00 UTC,Bengaluru
534.06,0,21.25,70.1,8.82,22.24,27.23,4.5,2024-01-01 14:00:00 UTC,Bengaluru
487.33,0,16.96,69.38,7.87,23.17,28.81,4.88,2024-01-01 15:00:00 UTC,Bengaluru
467.3,0,13.54,72.24,6.85,32.26,39.54,5,2024-01-01 16:00:00 UTC,Bengaluru
487.33,0,12.68,75.82,6.5,46.56,55.86,5,2024-01-01 17:00:00 UTC,Bengaluru
507.35,0,11.82,78.68,6.14,57.45,68.02,4.37,2024-01-01 18:00:00 UTC,Bengaluru
500.68,0,10.11,80.82,5.78,63.46,74.33,3.32,2024-01-01 19:00:00 UTC,Bengaluru
500.68,0,8.4,79.39,5.72,66.78,77.79,2.6,2024-01-01 20:00:00 UTC,Bengaluru
500.68,0,7.11,77.96,5.6,70.42,81.85,1.85,2024-01-01 21:00:00 UTC,Bengaluru
494,0,6.77,77.25,5.9,76.49,88.52,1.39,2024-01-01 22:00:00 UTC,Bengaluru
500.68,0,6.85,76.53,6.32,85.31,98.08,1.22,2024-01-01 23:00:00 UTC,Bengaluru
514.03,0,8.14,75.82,6.74,94.45,107.49,1.17,2024-01-02 00:00:00 UTC,Bengaluru
574.11,0,12.85,71.53,7.45,104.04,117.68,1.41,2024-01-02 01:00:00 UTC,Bengaluru
714.3,0.01,23.99,60.8,9.18,111.69,126.61,1.77,2024-01-02 02:00:00 UTC,Bengaluru
814.44,0.12,32.22,52.93,11.44,117.07,132.76,1.76,2024-01-02 03:00:00 UTC,Bengaluru
687.6,0.71,23.65,69.38,11.32,106.16,120.37,1.14,2024-01-02 04:00:00 UTC,Bengaluru
587.46,0.92,17.48,80.11,11.09,95.43,108.15,1.16,2024-01-02 05:00:00 UTC,Bengaluru
547.41,1.1,14.74,85.83,11.44,88.24,99.81,1.33,2024-01-02 06:00:00 UTC,Bengaluru
453.95,1.27,10.45,97.27,9.3,59.32,66.96,1.16,2024-01-02 07:00:00 UTC,Bengaluru
400.54,0.82,9.08,101.57,7.51,40.99,46.26,1.2,2024-01-02 08:00:00 UTC,Bengaluru
377.18,0.64,8.14,101.57,6.26,34.46,38.93,1.31,2024-01-02 09:00:00 UTC,Bengaluru
380.52,0.48,9.17,94.41,5.84,30,34.05,1.44,2024-01-02 10:00:00 UTC,Bengaluru
417.23,0.4,12.17,86.55,6.32,29.55,33.76,1.66,2024-01-02 11:00:00 UTC,Bengaluru
460.62,0.16,15.94,78.68,6.62,31.22,35.96,1.93,2024-01-02 12:00:00 UTC,Bengaluru
527.38,0.01,20.56,67.23,7.75,34.61,40.36,2.72,2024-01-02 13:00:00 UTC,Bengaluru
580.79,0,23.31,60.08,8.7,42.41,50,4.02,2024-01-02 14:00:00 UTC,Bengaluru
594.14,0,21.76,60.8,8.58,53.72,63.36,4.69,2024-01-02 15:00:00 UTC,Bengaluru
580.79,0,17.48,68.66,7.63,65.69,76.92,4.56,2024-01-02 16:00:00 UTC,Bengaluru
567.44,0,14.91,74.39,6.91,71.49,83.38,3.8,2024-01-02 17:00:00 UTC,Bengaluru
540.73,0,13.19,75.1,6.2,71.66,83.22,2.63,2024-01-02 18:00:00 UTC,Bengaluru
494,0,10.62,76.53,5.6,72.09,83.59,1.74,2024-01-02 19:00:00 UTC,Bengaluru
453.95,0,7.97,78.68,5.42,74.25,85.99,1.38,2024-01-02 20:00:00 UTC,Bengaluru
433.92,0,6.51,79.39,5.25,77.68,89.8,1.19,2024-01-02 21:00:00 UTC,Bengaluru
427.25,0,6.08,79.39,5.54,80.1,92.39,1.11,2024-01-02 22:00:00 UTC,Bengaluru
433.92,0,6.25,79.39,5.96,76.73,88.26,1.14,2024-01-02 23:00:00 UTC,Bengaluru
453.95,0,7.45,78.68,6.5,71.82,82.35,1.25,2024-01-03 00:00:00 UTC,Bengaluru
507.35,0,11.65,75.82,7.21,68.33,78.21,1.5,2024-01-03 01:00:00 UTC,Bengaluru
634.19,0.03,21.25,66.52,8.58,68.68,78.66,1.93,2024-01-03 02:00:00 UTC,Bengaluru
727.65,1.12,27.42,60.8,10.25,69.74,80.01,2.31,2024-01-03 03:00:00 UTC,Bengaluru
634.19,2.77,19.36,73.67,10.13,59.65,68.52,2.01,2024-01-03 04:00:00 UTC,Bengaluru
554.08,2.88,13.71,87.98,10.13,51.8,59.68,1.95,2024-01-03 05:00:00 UTC,Bengaluru
520.71,2.35,10.8,104.43,10.73,51.35,59.32,2.03,2024-01-03 06:00:00 UTC,Bengaluru
460.62,1.59,7.97,117.3,9.66,45.59,52.19,1.55,2024-01-03 07:00:00 UTC,Bengaluru
427.25,1.36,7.28,120.16,8.82,40.97,46.7,1.39,2024-01-03 08:00:00 UTC,Bengaluru
410.56,1.24,7.28,117.3,8.11,41.04,47,1.42,2024-01-03 09:00:00 UTC,Bengaluru
433.92,0.91,11.65,101.57,8.23,39.26,45.35,1.76,2024-01-03 10:00:00 UTC,Bengaluru
527.38,0.91,21.08,80.11,9.54,36.5,42.48,2.41,2024-01-03 11:00:00 UTC,Bengaluru
640.87,0.43,32.56,60.8,10.13,35.85,41.88,2.98,2024-01-03 12:00:00 UTC,Bengaluru
654.22,0.02,32.56,54.36,9.54,38.92,45.69,3.45,2024-01-03 13:00:00 UTC,Bengaluru
600.81,0,25.7,59.37,9.18,44.91,53.19,4.12,2024-01-03 14:00:00 UTC,Bengaluru
547.41,0,20.39,65.09,8.58,48.18,57.65,4.37,2024-01-03 15:00:00 UTC,Bengaluru
514.03,0,16.11,69.38,7.57,47.4,56.88,4.43,2024-01-03 16:00:00 UTC,Bengaluru
514.03,0,14.74,69.38,7.03,48.23,56.98,4.24,2024-01-03 17:00:00 UTC,Bengaluru
520.71,0,13.71,71.53,6.38,53.71,61.81,2.82,2024-01-03 18:00:00 UTC,Bengaluru
494,0,10.97,75.1,5.96,57.55,65.8,1.74,2024-01-03 19:00:00 UTC,Bengaluru
460.62,0,7.97,77.96,6.14,61.7,71.62,1.44,2024-01-03 20:00:00 UTC,Bengaluru
440.6,0,6.6,77.25,6.44,66.51,77.89,1.35,2024-01-03 21:00:00 UTC,Bengaluru
427.25,0,6.25,75.82,6.97,68.25,78.07,1.2,2024-01-03 22:00:00 UTC,Bengaluru
417.23,0,6.34,73.67,7.15,67.71,75.94,1.12,2024-01-03 23:00:00 UTC,Bengaluru
413.89,0,7.11,72.96,7.27,66.1,73.69,1.06,2024-01-04 00:00:00 UTC,Bengaluru
440.6,0,10.28,70.81,7.21,63.13,70.24,1.16,2024-01-04 01:00:00 UTC,Bengaluru
527.38,0.01,17.99,62.94,7.75,60.22,66.94,1.44,2024-01-04 02:00:00 UTC,Bengaluru
594.14,0.21,23.31,57.22,8.46,57.97,64.37,1.57,2024-01-04 03:00:00 UTC,Bengaluru
540.73,0.27,19.71,62.94,8.34,55.38,61.66,1.54,2024-01-04 04:00:00 UTC,Bengaluru
480.65,0.24,16.45,67.95,8.58,51.76,57.63,1.68,2024-01-04 05:00:00 UTC,Bengaluru
447.27,0.16,15.08,69.38,8.82,46.97,51.89,1.77,2024-01-04 06:00:00 UTC,Bengaluru
417.23,0.27,12.68,75.82,7.99,37.58,41.36,1.47,2024-01-04 07:00:00 UTC,Bengaluru
410.56,0.24,12.34,76.53,7.75,31.79,35.18,1.52,2024-01-04 08:00:00 UTC,Bengaluru
410.56,0.19,12.68,75.82,7.45,30.36,33.89,1.68,2024-01-04 09:00:00 UTC,Bengaluru
440.6,0.21,15.08,72.24,7.99,31.21,35.19,2.01,2024-01-04 10:00:00 UTC,Bengaluru
500.68,0.18,20.73,64.37,8.46,32.71,37.26,2.53,2024-01-04 11:00:00 UTC,Bengaluru
567.44,0.07,26.05,56.51,7.99,32.7,37.74,2.98,2024-01-04 12:00:00 UTC,Bengaluru
567.44,0,24.68,57.22,6.74,32.6,37.7,3.2,2024-01-04 13:00:00 UTC,Bengaluru
547.41,0,22.28,59.37,6.91,32.77,37.82,3.55,2024-01-04 14:00:00 UTC,Bengaluru
527.38,0,20.22,61.51,7.21,33.45,38.47,3.48,2024-01-04 15:00:00 UTC,Bengaluru
500.68,0,16.96,62.94,6.62,35.21,39.4,2.94,2024-01-04 16:00:00 UTC,Bengaluru
507.35,0,16.28,60.8,6.38,36.99,40.34,2.5,2024-01-04 17:00:00 UTC,Bengaluru
507.35,0,16.11,60.08,6.32,40.62,43.4,2.03,2024-01-04 18:00:00 UTC,Bengaluru
487.33,0,13.71,63.66,6.26,43.25,45.46,1.54,2024-01-04 19:00:00 UTC,Bengaluru
453.95,0,9.77,68.66,5.96,43.39,45.14,1.31,2024-01-04 20:00:00 UTC,Bengaluru
440.6,0,7.37,72.24,5.42,41.4,42.89,1.2,2024-01-04 21:00:00 UTC,Bengaluru
433.92,0,6.51,75.1,5.36,39.03,40.45,1.17,2024-01-04 22:00:00 UTC,Bengaluru
440.6,0,6.43,75.82,5.6,39.27,40.68,1.17,2024-01-04 23:00:00 UTC,Bengaluru
447.27,0,7.2,77.25,5.78,42.22,43.62,1.16,2024-01-05 00:00:00 UTC,Bengaluru
487.33,0,10.54,75.82,6.32,46.82,48.61,1.39,2024-01-05 01:00:00 UTC,Bengaluru
594.14,0.02,19.36,67.23,7.99,51.5,54.22,1.93,2024-01-05 02:00:00 UTC,Bengaluru
687.6,0.95,26.39,59.37,9.89,53.56,56.96,2.47,2024-01-05 03:00:00 UTC,Bengaluru
634.19,2.12,21.59,67.95,10.49,49.55,52.97,2.47,2024-01-05 04:00:00 UTC,Bengaluru
574.11,1.84,17.99,75.82,11.21,46.23,49.77,2.63,2024-01-05 05:00:00 UTC,Bengaluru
540.73,1.54,16.62,80.11,11.92,45.27,48.95,2.72,2024-01-05 06:00:00 UTC,Bengaluru
487.33,0.77,13.88,83.68,9.54,35.54,38.03,1.87,2024-01-05 07:00:00 UTC,Bengaluru
467.3,1.16,11.48,88.69,8.11,29.22,30.98,1.57,2024-01-05 08:00:00 UTC,Bengaluru
460.62,1.33,9.94,97.27,7.63,28.72,30.3,1.6,2024-01-05 09:00:00 UTC,Bengaluru
500.68,1.58,12.68,100.14,8.34,29.82,31.45,1.9,2024-01-05 10:00:00 UTC,Bengaluru
614.17,1.98,22.28,86.55,9.54,31.29,33.23,2.5,2024-01-05 11:00:00 UTC,Bengaluru
741,1.19,34.96,65.8,9.89,32.53,34.85,3.04,2024-01-05 12:00:00 UTC,Bengaluru
727.65,0.05,34.96,57.22,9.06,33.3,36.27,3.45,2024-01-05 13:00:00 UTC,Bengaluru
600.81,0,24.33,64.37,7.75,34.04,38.07,3.61,2024-01-05 14:00:00 UTC,Bengaluru
507.35,0,16.62,71.53,6.85,37.41,43.25,3.42,2024-01-05 15:00:00 UTC,Bengaluru
453.95,0,12.34,75.1,6.08,43.24,51.94,3.07,2024-01-05 16:00:00 UTC,Bengaluru
447.27,0,11.82,72.96,5.9,47.73,58.56,3.07,2024-01-05 17:00:00 UTC,Bengaluru
433.92,0,11.31,71.53,5.66,50.54,62.34,2.85,2024-01-05 18:00:00 UTC,Bengaluru
403.88,0,8.91,72.96,5.13,52.38,64.28,2.44,2024-01-05 19:00:00 UTC,Bengaluru
370.5,0,5.91,75.1,4.35,53.77,65.67,2.09,2024-01-05 20:00:00 UTC,Bengaluru
367.16,0,4.88,75.82,4.11,54.26,65.96,1.76,2024-01-05 21:00:00 UTC,Bengaluru
367.16,0,4.5,75.82,4.17,54.97,66.89,1.44,2024-01-05 22:00:00 UTC,Bengaluru
367.16,0,4.41,75.1,4.35,52.62,64.3,1.28,2024-01-05 23:00:00 UTC,Bengaluru
363.83,0,4.93,74.39,4.53,47.36,58.06,1.2,2024-01-06 00:00:00 UTC,Bengaluru
383.85,0,7.2,72.24,4.77,41.05,50.35,1.27,2024-01-06 01:00:00 UTC,Bengaluru
440.6,0.02,12.68,65.8,5.36,35.39,43.41,1.54,2024-01-06 02:00:00 UTC,Bengaluru
480.65,0.78,15.59,61.51,5.9,30.05,36.81,1.71,2024-01-06 03:00:00 UTC,Bengaluru
440.6,1.65,11.65,67.95,5.78,24.42,29.91,1.82,2024-01-06 04:00:00 UTC,Bengaluru
400.54,1.76,8.65,76.53,6.02,21.01,25.78,2.06,2024-01-06 05:00:00 UTC,Bengaluru
377.18,1.54,6.77,87.26,6.44,18.83,23.03,2.18,2024-01-06 06:00:00 UTC,Bengaluru
357.15,0.95,4.63,97.27,4.89,15.67,18.3,1.49,2024-01-06 07:00:00 UTC,Bengaluru
357.15,0.86,4.46,100.14,4.41,13.32,15.09,1.28,2024-01-06 08:00:00 UTC,Bengaluru
360.49,0.89,4.88,98.71,4.35,12.34,14.05,1.39,2024-01-06 09:00:00 UTC,Bengaluru
380.52,1.1,7.03,92.98,5.07,12.55,14.45,1.71,2024-01-06 10:00:00 UTC,Bengaluru
427.25,1.26,11.82,78.68,5.78,12.96,15.07,2.12,2024-01-06 11:00:00 UTC,Bengaluru
480.65,0.66,17.65,63.66,5.54,12.81,14.9,2.41,2024-01-06 12:00:00 UTC,Bengaluru
473.98,0.03,17.65,57.22,4.89,12.99,15.06,2.6,2024-01-06 13:00:00 UTC,Bengaluru
433.92,0,14.05,57.22,4.65,15.47,17.78,3.07,2024-01-06 14:00:00 UTC,Bengaluru
410.56,0,11.31,59.37,4.35,18.71,20.99,3.13,2024-01-06 15:00:00 UTC,Bengaluru
407.22,0,9.25,60.08,3.87,18.42,20.44,2.56,2024-01-06 16:00:00 UTC,Bengaluru
420.57,0,8.91,58.65,3.76,16.32,18.24,2.09,2024-01-06 17:00:00 UTC,Bengaluru
423.91,0,8.65,58.65,3.7,15.58,17.49,1.71,2024-01-06 18:00:00 UTC,Bengaluru
407.22,0,7.54,58.65,3.7,15.96,18,1.52,2024-01-06 19:00:00 UTC,Bengaluru
393.87,0,6.25,57.22,3.87,19.16,21.85,1.66,2024-01-06 20:00:00 UTC,Bengaluru
380.52,0,5.57,55.79,3.87,21.98,25.61,1.82,2024-01-06 21:00:00 UTC,Bengaluru
373.84,0,5.57,53.64,4.23,24.16,28.81,1.9,2024-01-06 22:00:00 UTC,Bengaluru
370.5,0,6,51.5,4.77,24.98,30.26,1.95,2024-01-06 23:00:00 UTC,Bengaluru
370.5,0,7.37,49.35,5.36,24.32,29.75,1.98,2024-01-07 00:00:00 UTC,Bengaluru
397.21,0,10.62,46.49,5.78,22.93,28.36,2.09,2024-01-07 01:00:00 UTC,Bengaluru
473.98,0.15,17.65,40.05,6.5,23.6,29.43,2.44,2024-01-07 02:00:00 UTC,Bengaluru
514.03,2.37,18.68,39.7,7.09,25.39,32.02,2.82,2024-01-07 03:00:00 UTC,Bengaluru
440.6,2.96,12.51,50.78,6.5,22.4,28.8,2.66,2024-01-07 04:00:00 UTC,Bengaluru
383.85,2.12,8.91,61.51,6.2,18.78,24.63,2.53,2024-01-07 05:00:00 UTC,Bengaluru
353.81,1.58,6.85,73.67,6.14,17.48,23.12,2.56,2024-01-07 06:00:00 UTC,Bengaluru
303.75,0.75,4.71,80.11,4.23,11.24,14.58,1.63,2024-01-07 07:00:00 UTC,Bengaluru
293.73,0.44,4.8,76.53,3.49,8.13,10.41,1.31,2024-01-07 08:00:00 UTC,Bengaluru
290.39,0.31,5.06,74.39,3.28,7.95,10.29,1.35,2024-01-07 09:00:00 UTC,Bengaluru
293.73,0.37,5.48,72.24,3.31,8.65,11.38,1.41,2024-01-07 10:00:00 UTC,Bengaluru
307.08,0.34,6.77,69.38,3.43,10.62,14.18,1.52,2024-01-07 11:00:00 UTC,Bengaluru
327.11,0.19,8.31,65.09,3.46,12.83,17.38,1.63,2024-01-07 12:00:00 UTC,Bengaluru
353.81,0.01,10.62,58.65,3.99,15.1,20.31,2.09,2024-01-07 13:00:00 UTC,Bengaluru
383.85,0,12,54.36,4.59,17.83,23.13,2.85,2024-01-07 14:00:00 UTC,Bengaluru
393.87,0,11.65,54.36,4.71,19.62,24.52,3.23,2024-01-07 15:00:00 UTC,Bengaluru
390.53,0,9.94,57.22,4.41,20.63,24.97,2.88,2024-01-07 16:00:00 UTC,Bengaluru
383.85,0,9.08,59.37,4.11,20.95,24.83,2.37,2024-01-07 17:00:00 UTC,Bengaluru
370.5,0,8.4,60.08,3.76,19.29,22.59,1.87,2024-01-07 18:00:00 UTC,Bengaluru
347.14,0,7.28,60.08,3.78,16.44,19.2,1.52,2024-01-07 19:00:00 UTC,Bengaluru
330.45,0,6.17,60.08,4.41,13.56,16,1.49,2024-01-07 20:00:00 UTC,Bengaluru
320.43,0,4.97,61.51,4.29,11.85,14.12,1.46,2024-01-07 21:00:00 UTC,Bengaluru
320.43,0,4.54,63.66,4.41,10.86,12.93,1.44,2024-01-07 22:00:00 UTC,Bengaluru
330.45,0,4.71,63.66,4.77,10.85,12.83,1.5,2024-01-07 23:00:00 UTC,Bengaluru
347.14,0,5.83,61.51,5.19,11.29,13.25,1.61,2024-01-08 00:00:00 UTC,Bengaluru
397.21,0,9.08,57.22,5.25,11.69,13.55,1.69,2024-01-08 01:00:00 UTC,Bengaluru
494,0.01,16.28,50.78,5.72,11.4,13.21,1.77,2024-01-08 02:00:00 UTC,Bengaluru
554.08,0.1,21.08,49.35,6.2,9.82,11.49,1.71,2024-01-08 03:00:00 UTC,Bengaluru
507.35,0.31,17.31,55.79,5.78,7.57,8.94,1.5,2024-01-08 04:00:00 UTC,Bengaluru
460.62,0.47,14.39,57.22,5.78,7.85,9.11,1.52,2024-01-08 05:00:00 UTC,Bengaluru
433.92,0.56,12.51,55.79,5.84,8.79,9.93,1.55,2024-01-08 06:00:00 UTC,Bengaluru
417.23,0.69,11.48,52.93,5.78,9.25,10.29,1.55,2024-01-08 07:00:00 UTC,Bengaluru
423.91,0.67,10.97,53.64,5.42,10.94,12.01,1.65,2024-01-08 08:00:00 UTC,Bengaluru
427.25,0.59,10.54,55.07,4.89,11.76,12.78,1.63,2024-01-08 09:00:00 UTC,Bengaluru
447.27,0.38,13.02,53.64,5.19,12.08,13.04,1.58,2024-01-08 10:00:00 UTC,Bengaluru
487.33,0.28,17.99,47.21,5.6,12.16,13.13,1.5,2024-01-08 11:00:00 UTC,Bengaluru
554.08,0.14,23.99,38.27,5.84,12.94,14.01,1.41,2024-01-08 12:00:00 UTC,Bengaluru
554.08,0.05,24.33,34.33,5.66,14.15,15.34,1.39,2024-01-08 13:00:00 UTC,Bengaluru
520.71,0.02,20.73,36.12,5.66,16.09,17.45,1.44,2024-01-08 14:00:00 UTC,Bengaluru
494,0.01,17.48,37.91,5.72,18.12,19.54,1.42,2024-01-08 15:00:00 UTC,Bengaluru
460.62,0,14.05,40.05,5.13,18.68,19.93,1.33,2024-01-08 16:00:00 UTC,Bengaluru
447.27,0,12.51,41.84,4.65,18.13,19.28,1.25,2024-01-08 17:00:00 UTC,Bengaluru
440.6,0,11.48,45.78,4.23,18.94,19.85,1.09,2024-01-08 18:00:00 UTC,Bengaluru
423.91,0,9,54.36,3.93,21.37,22.03,0.95,2024-01-08 19:00:00 UTC,Bengaluru
407.22,0,6.43,62.94,3.87,27.41,28.1,0.99,2024-01-08 20:00:00 UTC,Bengaluru
400.54,0,4.97,69.38,3.76,33.66,34.46,1.01,2024-01-08 21:00:00 UTC,Bengaluru
400.54,0,4.54,73.67,3.93,38.84,39.97,1.09,2024-01-08 22:00:00 UTC,Bengaluru
407.22,0,4.71,75.1,4.29,46.02,47.72,1.16,2024-01-08 23:00:00 UTC,Bengaluru
420.57,0,5.74,74.39,4.77,50.97,53.39,1.23,2024-01-09 00:00:00 UTC,Bengaluru
480.65,0,9.17,81.54,5.78,51.68,61.97,1.38,2024-01-10 01:00:00 UTC,Bengaluru
574.11,0.04,16.79,74.39,6.85,52.23,63.39,1.88,2024-01-10 02:00:00 UTC,Bengaluru
647.54,1.44,21.25,70.81,7.99,42.96,52.87,2.44,2024-01-10 03:00:00 UTC,Bengaluru
580.79,2.6,15.59,80.82,7.75,33.08,41.06,2.37,2024-01-10 04:00:00 UTC,Bengaluru
507.35,1.93,10.88,91.55,7.33,28.7,35.81,2.18,2024-01-10 05:00:00 UTC,Bengaluru
467.3,1.33,8.31,100.14,7.03,28.45,35.77,2.22,2024-01-10 06:00:00 UTC,Bengaluru
423.91,0.91,7.2,95.84,6.26,22.43,28.16,1.92,2024-01-10 07:00:00 UTC,Bengaluru
400.54,0.8,7.37,87.98,5.66,16.52,20.7,1.77,2024-01-10 08:00:00 UTC,Bengaluru
397.21,0.62,7.97,83.68,5.36,15.04,18.86,1.79,2024-01-10 09:00:00 UTC,Bengaluru
423.91,0.62,10.54,77.96,6.02,15.63,19.52,2.03,2024-01-10 10:00:00 UTC,Bengaluru
494,0.59,16.62,69.38,6.97,18.17,22.61,2.6,2024-01-10 11:00:00 UTC,Bengaluru
574.11,0.3,23.65,60.08,7.33,20.93,25.96,3.13,2024-01-10 12:00:00 UTC,Bengaluru
614.17,0.01,25.7,56.51,7.15,24.41,29.5,3.51,2024-01-10 13:00:00 UTC,Bengaluru
627.52,0,24.68,57.94,7.57,28.87,34.1,3.96,2024-01-10 14:00:00 UTC,Bengaluru
627.52,0,23.65,60.08,8.23,32.6,38.51,4.05,2024-01-10 15:00:00 UTC,Bengaluru
587.46,0,20.22,65.8,8.34,34.57,42.24,3.93,2024-01-10 16:00:00 UTC,Bengaluru
540.73,0,16.96,72.24,8.23,35.52,46.24,3.83,2024-01-10 17:00:00 UTC,Bengaluru
494,0,14.05,77.96,7.51,36.24,48.46,3.17,2024-01-10 18:00:00 UTC,Bengaluru
447.27,0,10.71,79.39,6.68,37.72,50.31,2.41,2024-01-10 19:00:00 UTC,Bengaluru
420.57,0,7.97,76.53,5.72,40.15,53.34,2.09,2024-01-10 20:00:00 UTC,Bengaluru
407.22,0,6.25,72.24,4.77,43.09,56.43,1.79,2024-01-10 21:00:00 UTC,Bengaluru
403.88,0,5.48,69.38,4.41,45.01,57.19,1.58,2024-01-10 22:00:00 UTC,Bengaluru
403.88,0,5.44,69.38,4.53,44.93,55.48,1.44,2024-01-10 23:00:00 UTC,Bengaluru
410.56,0,6.43,69.38,4.95,44.04,53.37,1.36,2024-01-11 00:00:00 UTC,Bengaluru
460.62,0,10.45,66.52,5.54,43.76,52.71,1.52,2024-01-11 01:00:00 UTC,Bengaluru
587.46,0.11,21.08,55.79,7.15,44.02,53.17,2.09,2024-01-11 02:00:00 UTC,Bengaluru
714.3,2.93,27.76,51.5,9.18,43.23,52.14,2.66,2024-01-11 03:00:00 UTC,Bengaluru
660.9,4.64,21.59,64.37,9.78,36.25,43.71,3.01,2024-01-11 04:00:00 UTC,Bengaluru
540.73,3.05,14.39,82.97,9.3,27.91,33.78,2.82,2024-01-11 05:00:00 UTC,Bengaluru
467.3,1.79,9.51,103,8.7,26.91,32.28,2.25,2024-01-11 06:00:00 UTC,Bengaluru
403.88,1.2,6.43,113.01,6.91,25.76,30.1,1.52,2024-01-11 07:00:00 UTC,Bengaluru
383.85,1.16,5.65,110.15,5.9,22.7,26.27,1.3,2024-01-11 08:00:00 UTC,Bengaluru
377.18,1.13,5.57,105.86,5.42,22.47,26.17,1.33,2024-01-11 09:00:00 UTC,Bengaluru
393.87,1.3,6.85,104.43,5.66,23.41,27.23,1.52,2024-01-11 10:00:00 UTC,Bengaluru
447.27,1.66,10.8,98.71,6.44,25.07,29.11,1.93,2024-01-11 11:00:00 UTC,Bengaluru
507.35,1.36,17.14,86.55,6.74,26.39,30.79,2.31,2024-01-11 12:00:00 UTC,Bengaluru
540.73,0.13,21.08,74.39,7.03,28.64,33.8,2.94,2024-01-11 13:00:00 UTC,Bengaluru
554.08,0,21.93,67.23,7.57,32.19,38.7,4.05,2024-01-11 14:00:00 UTC,Bengaluru
554.08,0,21.08,65.09,7.75,36.72,44.62,4.69,2024-01-11 15:00:00 UTC,Bengaluru
540.73,0,17.99,66.52,7.15,40.75,49.59,4.62,2024-01-11 16:00:00 UTC,Bengaluru
540.73,0,16.79,65.09,6.56,43.98,53.28,4.18,2024-01-11 17:00:00 UTC,Bengaluru
534.06,0,15.94,62.94,5.9,45.82,55.03,3.2,2024-01-11 18:00:00 UTC,Bengaluru
494,0,13.19,63.66,5.36,45.28,53.62,2.25,2024-01-11 19:00:00 UTC,Bengaluru
473.98,1.02,11.65,134.47,13.59,36.92,47.64,4.62,2023-03-28 11:00:00 UTC,Hyderabad
540.73,0.89,17.65,123.02,15.5,38.09,49.26,5.38,2023-03-28 12:00:00 UTC,Hyderabad
1255.04,0.42,64.43,63.66,30.04,59.76,76.28,13.68,2023-03-28 13:00:00 UTC,Hyderabad
2429.96,3.74,115.16,6.79,53.41,107.8,133.87,27.11,2023-03-28 14:00:00 UTC,Hyderabad
3017.43,12.63,115.16,0.32,61.04,142.33,174.96,33.94,2023-03-28 15:00:00 UTC,Hyderabad
2616.88,5.64,93.22,3.26,47.68,127.15,156.56,30.65,2023-03-28 16:00:00 UTC,Hyderabad
1842.5,0.24,61.01,21.64,31.95,89.71,109.91,23.31,2023-03-28 17:00:00 UTC,Hyderabad
1161.58,0,34.27,47.21,20.27,52.27,63.71,14.31,2023-03-28 18:00:00 UTC,Hyderabad
547.41,0,12.85,65.09,13.35,24.08,29.6,5.51,2023-03-28 19:00:00 UTC,Hyderabad
473.98,0,10.2,60.08,12.87,24.56,29.59,3.55,2023-03-28 20:00:00 UTC,Hyderabad
453.95,0,9.17,58.65,12.52,25.57,30.81,2.63,2023-03-28 21:00:00 UTC,Hyderabad
494,0,10.2,50.78,12.28,27.04,32.95,2.44,2023-03-28 22:00:00 UTC,Hyderabad
594.14,0,12.51,40.41,12.87,31.25,38.44,2.85,2023-03-28 23:00:00 UTC,Hyderabad
714.3,0.03,16.96,29.33,14.42,37.24,46.26,3.89,2023-03-29 00:00:00 UTC,Hyderabad
988.01,1.09,28.1,13.95,18.84,48.42,60.43,6.14,2023-03-29 01:00:00 UTC,Hyderabad
1455.31,13.3,36.33,5.14,25.03,64.9,82.03,9.37,2023-03-29 02:00:00 UTC,Hyderabad
1388.55,19.22,35.64,22.89,25.03,59.76,78.02,10.64,2023-03-29 03:00:00 UTC,Hyderabad
694.27,3.97,19.36,70.81,20.74,38.2,50.27,5.57,2023-03-29 04:00:00 UTC,Hyderabad
587.46,2.29,12.51,97.27,20.98,38.87,49.98,4.5,2023-03-29 05:00:00 UTC,Hyderabad
520.71,1.27,8.14,121.59,18.6,39.97,49.84,3.64,2023-03-29 06:00:00 UTC,Hyderabad
420.57,0.47,3.77,133.04,9.78,35.09,41.1,1.49,2023-03-29 07:00:00 UTC,Hyderabad
417.23,0.39,4.2,137.33,10.61,38.32,44.3,1.33,2023-03-29 08:00:00 UTC,Hyderabad
427.25,0.33,5.27,137.33,11.92,40.87,47.39,1.55,2023-03-29 09:00:00 UTC,Hyderabad
574.11,0.91,15.94,124.45,18.12,46.39,54.69,4.02,2023-03-29 10:00:00 UTC,Hyderabad
741,1.17,27.76,105.86,21.7,50.84,61.67,6.4,2023-03-29 11:00:00 UTC,Hyderabad
